#WebIDQ-DB134-810 | Concentration [µM] | This export contains metabolism indicators
"Plate bar code"	"Sample bar code"	"Sample type"	"Sample identification"	"Sample description"	"Submission name"	"Collection date"	"Species"	"Material"	"Tissue factor [µl/mg]"	"OP"	"Calibration"	"LOD algorithm"	"Org. info"	"Plate production no."	"Plate note"	"Well position"	"Sample volume"	"Run number"	"Injection number"	"Measurement time"	"CA"	"CDCA"	"DCA"	"GCA"	"GCDCA"	"GDCA"	"GLCA"	"GUDCA"	"HDCA"	"LCA"	"MCA(a)"	"MCA(b)"	"MCA(o)"	"TCA"	"TCDCA"	"TDCA"	"TLCA"	"TMCA(a+b)"	"TUDCA"	"UDCA"	"Gly Conjugation of LCA"	"Gly Conjugation of Secondary BAs"	"Gly Conjugation of UDCA"	"Ratio of 12a-OH BAs to Non-12a-OH BAs"	"Ratio of Primary BAs to BAs"	"Ratio of Secondary BAs to BAs"	"Secondary BA Conjugation"	"Secondary BA Synthesis"	"Sum of BAs"	"Sum of Conjugated BAs"	"Sum of Conjugated Secondary BAs"	"Sum of MCAs"	"Sum of Non-12a-OH BAs"	"Sum of Secondary BAs"	"Sum of Taurine-Conjugated BAs"	"Sum of Unconjugated BAs"	"Sum of Unconjugated Secondary BAs"	"Taurine Conjugation of LCA"	"Taurine Conjugation of Secondary BAs"	"Taurine Conjugation of UDCA"
																				"Class"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1053647382-1"	"1053645211"	Sample	"117991"	"6809 F2"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	42	10.0	1	"1 (-)"	2024-10-22 12:38	0.163	2.66	 Infinity	0.092	0.125	0.206	0.029	0.033	0.668	77.6	0.073	0.385	0.040	0.026	0.029	0.028	0.016	0.006	< LOD	10.5	0.000	0	0.003	 Infinity	0	NaN	0	 Infinity	 Infinity	0.583	0.311	0.498	91.0	 Infinity	0.099	 Infinity	 Infinity	0.000	0	NA
"1053647382-1"	"1053645225"	Sample	"117992"	"6809 F3"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	54	10.0	1	"1 (-)"	2024-10-22 12:44	0.459	1.76	 Infinity	0.136	0.349	0.211	0.013	0.034	1.58	79.3	0.036	0.261	0.047	0.098	0.097	0.072	0.099	0.026	0.007	8.07	0.000	0	0.004	 Infinity	0	NaN	0	 Infinity	 Infinity	1.12	0.436	0.344	89.7	 Infinity	0.373	 Infinity	 Infinity	0.001	0	0.001
"1053647382-1"	"1053645230"	Sample	"117993"	"6809 F4"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	66	10.0	1	"1 (-)"	2024-10-22 12:50	16.1	19.8	 Infinity	0.468	2.09	1.19	0.086	0.197	1.71	80.2	< LOD	0.176	1.64	0.250	0.496	0.397	0.095	0.036	0.046	14.4	0.001	0	0.014	 Infinity	0	NaN	0	 Infinity	 Infinity	5.31	2.01	1.82	117	 Infinity	1.28	 Infinity	 Infinity	0.001	0	0.003
"1053647382-1"	"1053645244"	Sample	"117994"	"6809 F5"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	78	10.0	1	"1 (-)"	2024-10-22 12:56	2.08	11.2	 Infinity	1.23	3.44	2.36	0.041	0.271	1.91	82.7	< LOD	0.185	0.354	1.02	1.37	0.728	0.040	0.011	0.084	11.4	0.000	0	0.024	 Infinity	0	NaN	0	 Infinity	 Infinity	10.6	3.52	0.539	111	 Infinity	3.25	 Infinity	 Infinity	0.000	0	0.007
"1053647382-1"	"1053645259"	Sample	"117995"	"6810 F1"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	90	10.0	1	"1 (-)"	2024-10-22 13:02	1.24	19.0	 Infinity	0.149	0.390	0.259	0.003	0.066	0.080	77.5	< LOD	0.160	2.60	0.133	0.152	0.065	0.014	0.019	0.010	7.45	0.000	0	0.009	 Infinity	0	NaN	0	 Infinity	 Infinity	1.24	0.417	2.76	105	 Infinity	0.374	 Infinity	 Infinity	0.000	0	0.001
"1053647382-1"	"1053645263"	Sample	"117996"	"6810 F2"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	7	10.0	1	"1 (-)"	2024-10-22 13:08	3.93	14.0	 Infinity	0.063	1.10	1.48	0.127	0.327	0.847	80.6	0.034	0.714	 Infinity	0.082	0.251	2.61	0.903	0.023	0.093	22.3	0.002	0	0.015	 Infinity	0	NaN	0	 Infinity	 Infinity	7.04	5.54	 Infinity	120	 Infinity	3.94	 Infinity	 Infinity	0.011	0	0.004
"1053647382-1"	"1053645278"	Sample	"117997"	"6810 F3"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	19	10.0	1	"1 (-)"	2024-10-22 13:13	1.45	2.86	 Infinity	0.047	0.371	0.508	0.032	0.169	0.482	85.8	0.119	0.325	5.51	0.084	0.083	1.13	0.300	0.020	0.027	6.08	0.000	0	0.028	 Infinity	0	NaN	0	 Infinity	 Infinity	2.75	2.16	5.95	95.7	 Infinity	1.62	 Infinity	 Infinity	0.003	0	0.004
"1053647382-1"	"1053645282"	Sample	"117998"	"6810 F4"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	31	10.0	1	"1 (-)"	2024-10-22 13:19	90.6	114	 Infinity	0.188	1.92	2.58	0.130	0.342	0.508	81.8	0.043	2.30	 Infinity	1.70	1.21	1.91	0.351	0.333	0.308	68.2	0.002	0	0.005	 Infinity	0	NaN	0	 Infinity	 Infinity	10.6	5.62	 Infinity	269	 Infinity	5.48	 Infinity	 Infinity	0.004	0	0.005
"1053647382-1"	"1053645297"	Sample	"117999"	"6810 F5"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	43	10.0	1	"1 (-)"	2024-10-22 13:25	2.89	4.36	 Infinity	0.080	1.14	2.41	0.162	0.296	0.702	80.5	0.260	0.603	6.79	0.110	0.192	5.70	1.11	0.028	0.074	11.0	0.002	0	0.027	 Infinity	0	NaN	0	 Infinity	 Infinity	11.3	9.76	7.65	98.8	 Infinity	7.19	 Infinity	 Infinity	0.014	0	0.007
"1053647382-1"	"1053645308"	Sample	"118000"	"6811 F1"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	55	10.0	1	"1 (-)"	2024-10-22 13:31	0.998	0.844	 Infinity	< LOD	0.062	0.235	0.027	0.039	0.477	77.6	< LOD	0.499	1.88	0.016	0.027	0.027	0.005	0.050	0.005	3.54	0.000	0	0.011	 Infinity	0	NaN	0	 Infinity	 Infinity	0.443	0.339	2.38	82.2	 Infinity	0.080	 Infinity	 Infinity	0.000	0	0.001
"1053647382-1"	"1053645312"	Sample	"118001"	"6811 F2"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	67	10.0	1	"1 (-)"	2024-10-22 13:37	2.60	4.60	 Infinity	0.076	0.085	0.404	0.048	0.060	1.88	88.3	0.020	2.18	2.51	0.060	0.064	0.118	0.007	0.035	0.011	20.3	0.001	0	0.003	 Infinity	0	NaN	0	 Infinity	 Infinity	0.933	0.648	4.71	114	 Infinity	0.259	 Infinity	 Infinity	0.000	0	0.001
"1053647382-1"	"1053645327"	Sample	"118002"	"6811 F3"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	79	10.0	1	"1 (-)"	2024-10-22 13:43	3.75	5.76	 Infinity	0.142	0.229	1.11	0.072	0.069	1.68	84.4	0.042	2.47	1.75	0.052	0.049	0.125	0.007	0.046	0.009	17.5	0.001	0	0.004	 Infinity	0	NaN	0	 Infinity	 Infinity	1.86	1.39	4.26	108	 Infinity	0.241	 Infinity	 Infinity	0.000	0	0.001
"1053647382-1"	"1053645331"	Sample	"118003"	"6811 F4"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	91	10.0	1	"1 (-)"	2024-10-22 13:49	1.35	1.57	 Infinity	0.054	0.070	0.246	0.021	0.057	0.951	119	0.017	0.905	3.34	0.027	0.032	0.044	0.005	0.052	0.004	6.47	0.000	0	0.009	 Infinity	0	NaN	0	 Infinity	 Infinity	0.560	0.377	4.26	128	 Infinity	0.112	 Infinity	 Infinity	0.000	0	0.001
"1053647382-1"	"1053645346"	Sample	"118004"	"6811 F5"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	8	10.0	1	"1 (-)"	2024-10-22 14:30	1.52	7.94	 Infinity	0.078	0.134	0.625	0.060	0.061	1.28	84.8	0.113	2.40	0.564	0.026	0.037	0.077	0.006	0.046	0.010	23.2	0.001	0	0.003	 Infinity	0	NaN	0	 Infinity	 Infinity	1.11	0.838	3.08	116	 Infinity	0.156	 Infinity	 Infinity	0.000	0	0.000
"1053647382-1"	"1053645351"	Sample	"118005"	"6812 F1"	"Plate 1"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1. Calibrated plate 1053647382-1."	20	10.0	1	"1 (-)"	2024-10-22 14:36	0.677	3.72	 Infinity	0.132	0.114	0.256	0.036	0.012	1.30	77.1	0.159	0.554	0.136	0.040	0.024	0.034	0.006	< LOD	< LOD	16.0	0.000	0	0.001	 Infinity	0	NaN	0	 Infinity	 Infinity	0.654	0.345	0.848	97.0	 Infinity	0.104	 Infinity	 Infinity	0.000	0	NA
