#WebIDQ-DB134-810 | Concentration [µM] | This export contains metabolism indicators
"Plate bar code"	"Sample bar code"	"Sample type"	"Sample identification"	"Sample description"	"Submission name"	"Collection date"	"Species"	"Material"	"Tissue factor [µl/mg]"	"OP"	"Calibration"	"LOD algorithm"	"Org. info"	"Plate production no."	"Plate note"	"Well position"	"Sample volume"	"Run number"	"Injection number"	"Measurement time"	"CA"	"CDCA"	"DCA"	"GCA"	"GCDCA"	"GDCA"	"GLCA"	"GUDCA"	"HDCA"	"LCA"	"MCA(a)"	"MCA(b)"	"MCA(o)"	"TCA"	"TCDCA"	"TDCA"	"TLCA"	"TMCA(a+b)"	"TUDCA"	"UDCA"	"Gly Conjugation of LCA"	"Gly Conjugation of Secondary BAs"	"Gly Conjugation of UDCA"	"Ratio of 12a-OH BAs to Non-12a-OH BAs"	"Ratio of Primary BAs to BAs"	"Ratio of Secondary BAs to BAs"	"Secondary BA Conjugation"	"Secondary BA Synthesis"	"Sum of BAs"	"Sum of Conjugated BAs"	"Sum of Conjugated Secondary BAs"	"Sum of MCAs"	"Sum of Non-12a-OH BAs"	"Sum of Secondary BAs"	"Sum of Taurine-Conjugated BAs"	"Sum of Unconjugated BAs"	"Sum of Unconjugated Secondary BAs"	"Taurine Conjugation of LCA"	"Taurine Conjugation of Secondary BAs"	"Taurine Conjugation of UDCA"
																				"Class"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	"Bile Acids"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1053647397-1"	"1053645928"	Sample	"118061"	"6825 F1"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	17	10.0	1	"1 (-)"	2024-10-23 12:39	5.49	14.4	 Infinity	1.94	1.57	1.80	0.040	0.145	0.688	230	< LOD	0.213	1.75	0.190	0.265	0.218	0.041	0.027	0.025	5.68	0.000	0	0.026	 Infinity	0	NaN	0	 Infinity	 Infinity	6.24	2.27	1.97	252	 Infinity	0.739	 Infinity	 Infinity	0.000	0	0.004
"1053647397-1"	"1053645932"	Sample	"118062"	"6825 F2"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	29	10.0	1	"1 (-)"	2024-10-23 12:45	0.855	3.05	 Infinity	0.250	0.545	0.632	0.031	0.040	1.35	218	< LOD	0.410	0.820	0.046	0.061	0.034	0.014	0.284	< LOD	9.74	0.000	0	0.004	 Infinity	0	NaN	0	 Infinity	 Infinity	1.65	0.751	1.23	231	 Infinity	0.155	 Infinity	 Infinity	0.000	0	NA
"1053647397-1"	"1053645947"	Sample	"118063"	"6825 F3"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	41	10.0	1	"1 (-)"	2024-10-23 12:50	2.08	3.63	 Infinity	1.27	2.50	2.09	0.064	0.090	0.750	232	0.035	0.194	0.122	0.463	0.776	0.479	0.035	< LOD	0.029	5.39	0.000	0	0.017	 Infinity	0	NaN	0	 Infinity	 Infinity	7.80	2.78	0.350	245	 Infinity	1.78	 Infinity	 Infinity	0.000	0	0.005
"1053647397-1"	"1053645951"	Sample	"118064"	"6826 F1"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	53	10.0	1	"1 (-)"	2024-10-23 12:56	38.7	27.8	 Infinity	43.7	47.4	27.2	0.210	1.67	0.941	208	0.002	0.426	0.913	14.3	6.71	3.02	0.045	0.050	0.288	21.4	0.001	0	0.078	 Infinity	0	NaN	0	 Infinity	 Infinity	145	32.4	1.34	313	 Infinity	24.4	 Infinity	 Infinity	0.000	0	0.013
"1053647397-1"	"1053645966"	Sample	"118065"	"6826 F2"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	65	10.0	1	"1 (-)"	2024-10-23 13:02	0.579	2.56	 Infinity	0.648	0.541	0.519	0.046	0.185	1.19	217	0.073	0.462	0.034	0.083	0.144	0.074	0.012	0.413	0.112	13.9	0.000	0	0.013	 Infinity	0	NaN	0	 Infinity	 Infinity	2.37	0.949	0.570	235	 Infinity	0.426	 Infinity	 Infinity	0.000	0	0.008
"1053647397-1"	"1053645971"	Sample	"118066"	"6826 F3"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	77	10.0	1	"1 (-)"	2024-10-23 13:08	2.40	4.95	 Infinity	0.096	0.123	0.161	0.044	0.024	0.659	128	0.035	0.329	0.197	0.022	0.039	0.018	0.012	0.173	0.027	8.32	0.000	0	0.003	 Infinity	0	NaN	0	 Infinity	 Infinity	0.566	0.286	0.561	142	 Infinity	0.118	 Infinity	 Infinity	0.000	0	0.003
"1053647397-1"	"1053645985"	Sample	"118067"	"6826 F4"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	89	10.0	1	"1 (-)"	2024-10-23 13:14	2.09	9.94	 Infinity	0.154	0.231	0.513	0.129	0.046	1.28	202	0.086	0.365	0.184	0.024	0.110	0.070	0.014	< LOD	< LOD	56.2	0.001	0	0.001	 Infinity	0	NaN	0	 Infinity	 Infinity	1.29	0.772	0.635	269	 Infinity	0.218	 Infinity	 Infinity	0.000	0	NA
"1053647397-1"	"1053645990"	Sample	"118068"	"6826 F5"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	6	10.0	1	"1 (-)"	2024-10-23 13:20	0.693	3.99	 Infinity	0.414	0.526	0.766	0.115	0.012	0.639	242	0.072	0.269	0.032	0.068	0.110	0.056	0.011	< LOD	< LOD	10.3	0.000	0	0.001	 Infinity	0	NaN	0	 Infinity	 Infinity	2.08	0.959	0.374	257	 Infinity	0.246	 Infinity	 Infinity	0.000	0	NA
"1053647397-1"	"1053646001"	Sample	"118069"	"6827 F1"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	18	10.0	1	"1 (-)"	2024-10-23 13:26	0.397	0.787	 Infinity	0.596	0.535	1.61	0.018	0.017	0.486	38.8	< LOD	0.471	3.92	0.212	0.159	0.410	0.017	< LOD	0.010	3.38	0.000	0	0.005	 Infinity	0	NaN	0	 Infinity	 Infinity	3.58	2.08	4.39	43.7	 Infinity	0.807	 Infinity	 Infinity	0.000	0	0.003
"1053647397-1"	"1053646016"	Sample	"118070"	"6827 F2"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	30	10.0	1	"1 (-)"	2024-10-23 13:32	0.228	1.10	 Infinity	0.117	0.157	0.334	0.025	0.017	1.07	159	< LOD	0.875	 Infinity	0.071	0.060	0.104	0.010	< LOD	< LOD	3.27	0.000	0	0.005	 Infinity	0	NaN	0	 Infinity	 Infinity	0.896	0.490	 Infinity	164	 Infinity	0.245	 Infinity	 Infinity	0.000	0	NA
"1053647397-1"	"1053646021"	Sample	"118071"	"6827 F3"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	42	10.0	1	"1 (-)"	2024-10-23 13:37	0.649	1.38	 Infinity	0.141	0.100	0.412	0.040	< LOD	1.62	168	< LOD	1.30	 Infinity	0.063	0.070	0.128	0.005	< LOD	< LOD	6.32	0.000	0	NA	 Infinity	0	NaN	0	 Infinity	 Infinity	0.959	0.585	 Infinity	176	 Infinity	0.266	 Infinity	 Infinity	0.000	0	NA
"1053647397-1"	"1053646035"	Sample	"118072"	"6827 F4"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	54	10.0	1	"1 (-)"	2024-10-23 13:43	1.22	2.36	 Infinity	0.659	0.614	2.53	0.140	0.025	2.22	228	0.032	2.07	 Infinity	0.176	0.164	0.423	0.018	< LOD	0.012	4.27	0.001	0	0.006	 Infinity	0	NaN	0	 Infinity	 Infinity	4.76	3.15	 Infinity	236	 Infinity	0.794	 Infinity	 Infinity	0.000	0	0.003
"1053647397-1"	"1053646040"	Sample	"118073"	"6827 F5"	"Plate 2"		"human"	"feces"	3.00	"BA02-0-8113"	"Calibrated"	"Median-based"			"Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1. Calibrated plate 1053647397-1."	66	10.0	1	"1 (-)"	2024-10-23 13:49	0.265	2.09	 Infinity	0.270	0.155	0.745	0.094	< LOD	1.81	193	< LOD	1.20	3.59	0.090	0.059	0.104	0.011	< LOD	< LOD	7.49	0.000	0	NA	 Infinity	0	NaN	0	 Infinity	 Infinity	1.53	0.955	4.79	203	 Infinity	0.264	 Infinity	 Infinity	0.000	0	NA
